text,What is the start time  this movie playing at liberty
config_1.yml,{'id': 5223447698728354725, 'name': 'starttime', 'confidence': 0.9563517570495605}
config_2.yml,{'name': 'starttime', 'confidence': 0.5714057733464805}
config_3.yml,{'id': 5223447698728354725, 'name': 'starttime', 'confidence': 0.3857327103614807}
config_4.yml,{'id': 5223447698728354725, 'name': 'starttime', 'confidence': 0.9909725785255432}
config_5.yml,{'id': 5223447698728354725, 'name': 'starttime', 'confidence': 0.871309220790863}
config_7.yml,{'id': 5223447698728354725, 'name': 'starttime', 'confidence': 0.8061126470565796}
config_8.yml,{'id': 5223447698728354725, 'name': 'starttime', 'confidence': 0.9906439781188965}
config_9.yml,{'id': 5223447698728354725, 'name': 'starttime', 'confidence': 0.9687022566795349}
final intent,{'id': 5223447698728354725, 'name': 'starttime', 'confidence': 1.2176703571728145, 'count': 37}

text,I want tickets for 4 people tomorrow
config_1.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.9971704483032227}
config_2.yml,{'name': 'inform', 'confidence': 0.49054346200112636}
config_3.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.8915664553642273}
config_4.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.9988298416137695}
config_5.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.9992693066596985}
config_7.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.9960089325904846}
config_8.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.9944967031478882}
config_9.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.9924376010894775}
final intent,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 1.2899710620396225, 'count': 37}

text,Which theater plays infinity war by 4.30 p.m.
config_1.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.8837984800338745}
config_2.yml,{'name': 'theater', 'confidence': 0.6402233371889074}
config_3.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.37076136469841003}
config_4.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.8901999592781067}
config_5.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.9944384098052979}
config_7.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.9196481704711914}
config_8.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.9265958070755005}
config_9.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.9802459478378296}
final intent,{'id': 707487639056918595, 'name': 'theater', 'confidence': 1.1872847771846253, 'count': 37}

text,I want 3 tickers for zootopia
config_1.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.9935738444328308}
config_2.yml,{'name': 'inform', 'confidence': 0.4704538436549622}
config_3.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.9451189637184143}
config_4.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.9752518534660339}
config_5.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.9896743893623352}
config_7.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.9992793202400208}
config_8.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.9973692297935486}
config_9.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.9982098340988159}
final intent,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 1.282737785909722, 'count': 37}

text,I want to watch a comedy movie in nyc
config_1.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.9998164772987366}
config_2.yml,{'name': 'inform', 'confidence': 0.6258102569031557}
config_3.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.9837464690208435}
config_4.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.9667713046073914}
config_5.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.999832034111023}
config_7.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.9977562427520752}
config_8.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.9997261762619019}
config_9.yml,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 0.9998494982719421}
final intent,{'id': -2773776208036305826, 'name': 'inform', 'confidence': 1.2952181047848101, 'count': 37}

text,Which theater playing Deadpool in  hamilton?
config_1.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.8768612742424011}
config_2.yml,{'name': 'theater', 'confidence': 0.43426479992506956}
config_3.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.3996634781360626}
config_4.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.8650763034820557}
config_5.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.8471337556838989}
config_7.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.9027747511863708}
config_8.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.9833102226257324}
config_9.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.8747617602348328}
final intent,{'id': 707487639056918595, 'name': 'theater', 'confidence': 1.1350159696615698, 'count': 37}

text,Where I can purchase  3 tickets for batman in los angeles?
config_1.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.728615403175354}
config_2.yml,{'name': 'nlu_fallback', 'confidence': 1.0}
config_3.yml,{'id': -8947065182758240655, 'name': 'theater+starttime', 'confidence': 0.2642310857772827}
config_4.yml,{'id': -8947065182758240655, 'name': 'theater+starttime', 'confidence': 0.8498390316963196}
config_5.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.5933581590652466}
config_7.yml,{'id': -2797578728549697288, 'name': 'description', 'confidence': 0.37528666853904724}
config_8.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.5366125106811523}
config_9.yml,{'id': -8947065182758240655, 'name': 'theater+starttime', 'confidence': 0.4784858822822571}
final intent,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.6022527565250323, 'count': 36}

text,What is the name of the theater is playing zootopis
config_1.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.9814020991325378}
config_2.yml,{'name': 'nlu_fallback', 'confidence': 1.0}
config_3.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.30032315850257874}
config_4.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.7650033831596375}
config_5.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.9335213899612427}
config_7.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.8848349452018738}
config_8.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.9767709374427795}
config_9.yml,{'id': 707487639056918595, 'name': 'theater', 'confidence': 0.9305359125137329}
final intent,{'id': 707487639056918595, 'name': 'theater', 'confidence': 1.1609395410332617, 'count': 37}

text,Can I get 8  tickets for batman vs superman
config_1.yml,{'id': 8102223170928970799, 'name': 'ticket', 'confidence': 0.6543228030204773}
config_2.yml,{'name': 'nlu_fallback', 'confidence': 1.0}
config_3.yml,{'id': -3312488229075090493, 'name': 'date+ticket+starttime', 'confidence': 0.47810983657836914}
config_4.yml,{'id': 8102223170928970799, 'name': 'ticket', 'confidence': 0.4763631820678711}
config_5.yml,{'id': -3312488229075090493, 'name': 'date+ticket+starttime', 'confidence': 0.6759853363037109}
config_7.yml,{'id': 8102223170928970799, 'name': 'ticket', 'confidence': 0.6039333343505859}
config_8.yml,{'id': 8102223170928970799, 'name': 'ticket', 'confidence': 0.6193676590919495}
config_9.yml,{'id': -3312488229075090493, 'name': 'date+ticket+starttime', 'confidence': 0.48623448610305786}
final intent,{'id': 8102223170928970799, 'name': 'ticket', 'confidence': 0.6255026459262623, 'count': 37}

text,who is the main accress
config_1.yml,{'id': 3636600919328307239, 'name': 'actress', 'confidence': 0.5133955478668213}
config_2.yml,{'name': 'nlu_fallback', 'confidence': 1.0}
config_3.yml,{'id': 3636600919328307239, 'name': 'actress', 'confidence': 0.4970715641975403}
config_4.yml,{'id': 3636600919328307239, 'name': 'actress', 'confidence': 0.835875391960144}
config_5.yml,{'name': 'nlu_fallback', 'confidence': 1.0}
config_7.yml,{'id': 3636600919328307239, 'name': 'actress', 'confidence': 0.5836370587348938}
config_8.yml,{'id': 3636600919328307239, 'name': 'actress', 'confidence': 0.884648323059082}
config_9.yml,{'id': 3636600919328307239, 'name': 'actress', 'confidence': 0.7281826734542847}
final intent,{'id': 3636600919328307239, 'name': 'actress', 'confidence': 0.8374543632779803, 'count': 35}

text,What start time is it playing at amc pacific place 11
config_1.yml,{'id': 5223447698728354725, 'name': 'starttime', 'confidence': 0.9863473176956177}
config_2.yml,{'name': 'starttime', 'confidence': 0.7411371777909961}
config_3.yml,{'name': 'nlu_fallback', 'confidence': 1.0}
config_4.yml,{'id': 5223447698728354725, 'name': 'starttime', 'confidence': 0.9945645332336426}
config_5.yml,{'id': 5223447698728354725, 'name': 'starttime', 'confidence': 0.9947239756584167}
config_7.yml,{'id': 5223447698728354725, 'name': 'starttime', 'confidence': 0.9822257161140442}
