text,What is the start time  this movie playing at liberty
0,{'id': 3686790400061552020, 'name': 'starttime', 'confidence': 0.9563517570495605}
1,{'name': 'starttime', 'confidence': 0.5714057733464805}
2,{'id': 3686790400061552020, 'name': 'starttime', 'confidence': 0.3857327103614807}
3,{'id': 3686790400061552020, 'name': 'starttime', 'confidence': 0.9909725785255432}
4,{'id': 3686790400061552020, 'name': 'starttime', 'confidence': 0.871309220790863}
5,{'id': 3686790400061552020, 'name': 'starttime', 'confidence': 0.8061126470565796}
6,{'id': 3686790400061552020, 'name': 'starttime', 'confidence': 0.9906439781188965}
7,{'id': 3686790400061552020, 'name': 'starttime', 'confidence': 0.9687022566795349}
final intent,{'id': 3686790400061552020, 'name': 'starttime', 'confidence': 0.8155506326579111, 'count': 4.554274922436903}

text,I want tickets for 4 people tomorrow
0,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.9971704483032227}
1,{'name': 'inform', 'confidence': 0.49054346200112636}
2,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.8915664553642273}
3,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.9988298416137695}
4,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.9992693066596985}
5,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.9960089325904846}
6,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.9944967031478882}
7,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.9924376010894775}
final intent,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.8971158044769866, 'count': 4.554274922436903}

text,Which theater plays infinity war by 4.30 p.m.
0,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.8837984800338745}
1,{'name': 'theater', 'confidence': 0.6402233371889074}
2,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.37076136469841003}
3,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.8901999592781067}
4,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.9944384098052979}
5,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.9196481704711914}
6,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.9265958070755005}
7,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.9802459478378296}
final intent,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.81607343168999, 'count': 4.554274922436903}

text,I want 3 tickers for zootopia
0,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.9935738444328308}
1,{'name': 'inform', 'confidence': 0.4704538436549622}
2,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.9451189637184143}
3,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.9752518534660339}
4,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.9896743893623352}
5,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.9992793202400208}
6,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.9973692297935486}
7,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.9982098340988159}
final intent,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.8960392874840714, 'count': 4.554274922436903}

text,I want to watch a comedy movie in nyc
0,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.9998164772987366}
1,{'name': 'inform', 'confidence': 0.6258102569031557}
2,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.9837464690208435}
3,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.9667713046073914}
4,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.999832034111023}
5,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.9977562427520752}
6,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.9997261762619019}
7,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.9998494982719421}
final intent,{'id': 4610118896207524892, 'name': 'inform', 'confidence': 0.9129604203719488, 'count': 4.554274922436903}

text,Which theater playing Deadpool in  hamilton?
0,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.8768612742424011}
1,{'name': 'theater', 'confidence': 0.43426479992506956}
2,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.3996634781360626}
3,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.8650763034820557}
4,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.8471337556838989}
5,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.9027747511863708}
6,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.9833102226257324}
7,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.8747617602348328}
final intent,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.7709393760929971, 'count': 4.554274922436903}

text,Where I can purchase  3 tickets for batman in los angeles?
0,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.728615403175354}
1,{'name': 'nlu_fallback', 'confidence': 1.0}
2,{'id': 4511065869524576082, 'name': 'theater+starttime', 'confidence': 0.2642310857772827}
3,{'id': 4511065869524576082, 'name': 'theater+starttime', 'confidence': 0.8498390316963196}
4,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.5933581590652466}
5,{'id': -1521668481783587441, 'name': 'description', 'confidence': 0.37528666853904724}
6,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.5366125106811523}
7,{'id': 4511065869524576082, 'name': 'theater+starttime', 'confidence': 0.4784858822822571}
final intent,{'id': -1521668481783587441, 'name': 'description', 'confidence': 0.37528666853904724, 'count': 1}

text,What is the name of the theater is playing zootopis
0,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.9814020991325378}
1,{'name': 'nlu_fallback', 'confidence': 1.0}
2,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.30032315850257874}
3,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.7650033831596375}
4,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.9335213899612427}
5,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.8848349452018738}
6,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.9767709374427795}
7,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.9305359125137329}
final intent,{'id': -3432649530583763819, 'name': 'theater', 'confidence': 0.7551824063857726, 'count': 4.554274922436903}

text,Can I get 8  tickets for batman vs superman
0,{'id': 3083679382378761602, 'name': 'ticket', 'confidence': 0.6543228030204773}
1,{'name': 'nlu_fallback', 'confidence': 1.0}
2,{'id': -4599003479367607421, 'name': 'date+ticket+starttime', 'confidence': 0.47810983657836914}
3,{'id': 3083679382378761602, 'name': 'ticket', 'confidence': 0.4763631820678711}
4,{'id': -4599003479367607421, 'name': 'date+ticket+starttime', 'confidence': 0.6759853363037109}
5,{'id': 3083679382378761602, 'name': 'ticket', 'confidence': 0.6039333343505859}
6,{'id': 3083679382378761602, 'name': 'ticket', 'confidence': 0.6193676590919495}
7,{'id': -4599003479367607421, 'name': 'date+ticket+starttime', 'confidence': 0.48623448610305786}
final intent,{'id': -4599003479367607421, 'name': 'date+ticket+starttime', 'confidence': 0.3980573991145463, 'count': 3.3881611664220364}

text,who is the main accress
0,{'id': 4677356808105424437, 'name': 'actress', 'confidence': 0.5133955478668213}
1,{'name': 'nlu_fallback', 'confidence': 1.0}
2,{'id': 4677356808105424437, 'name': 'actress', 'confidence': 0.4970715641975403}
3,{'id': 4677356808105424437, 'name': 'actress', 'confidence': 0.835875391960144}
4,{'name': 'nlu_fallback', 'confidence': 1.0}
5,{'id': 4677356808105424437, 'name': 'actress', 'confidence': 0.5836370587348938}
6,{'id': 4677356808105424437, 'name': 'actress', 'confidence': 0.884648323059082}
7,{'id': 4677356808105424437, 'name': 'actress', 'confidence': 0.7281826734542847}
final intent,{'id': 4677356808105424437, 'name': 'actress', 'confidence': 0.6104983982512304, 'count': 4.184125668705559}

text,What start time is it playing at amc pacific place 11
0,{'id': 3686790400061552020, 'name': 'starttime', 'confidence': 0.9863473176956177}
1,{'name': 'starttime', 'confidence': 0.7411371777909961}
2,{'name': 'nlu_fallback', 'confidence': 1.0}
3,{'id': 3686790400061552020, 'name': 'starttime', 'confidence': 0.9945645332336426}
4,{'id': 3686790400061552020, 'name': 'starttime', 'confidence': 0.9947239756584167}
