text,What is the start time  this movie playing at liberty
config_1.yml,{'id': -4412287721600188854, 'name': 'starttime', 'confidence': 0.9563517570495605}
config_4.yml,{'id': -4412287721600188854, 'name': 'starttime', 'confidence': 0.9909725785255432}
config_5.yml,{'id': -4412287721600188854, 'name': 'starttime', 'confidence': 0.871309220790863}
config_8.yml,{'id': -4412287721600188854, 'name': 'starttime', 'confidence': 0.9906439781188965}
config_9.yml,{'id': -4412287721600188854, 'name': 'starttime', 'confidence': 0.9687022566795349}
final intent,{'id': -4412287721600188854, 'name': 'starttime', 'confidence': 0.8905397091198505, 'count': 3.342190521171413}

text,I want tickets for 4 people tomorrow
config_1.yml,{'id': 8910186300437800084, 'name': 'inform', 'confidence': 0.9971704483032227}
config_4.yml,{'id': 8910186300437800084, 'name': 'inform', 'confidence': 0.9988298416137695}
config_5.yml,{'id': 8910186300437800084, 'name': 'inform', 'confidence': 0.9992693066596985}
config_8.yml,{'id': 8910186300437800084, 'name': 'inform', 'confidence': 0.9944967031478882}
config_9.yml,{'id': 8910186300437800084, 'name': 'inform', 'confidence': 0.9924376010894775}
final intent,{'id': 8910186300437800084, 'name': 'inform', 'confidence': 0.9285539661668104, 'count': 3.342190521171413}

text,Which theater plays infinity war by 4.30 p.m.
config_1.yml,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.8837984800338745}
config_4.yml,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.8901999592781067}
config_5.yml,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.9944384098052979}
config_8.yml,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.9265958070755005}
config_9.yml,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.9802459478378296}
final intent,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.874930198014445, 'count': 3.342190521171413}

text,I want 3 tickers for zootopia
config_1.yml,{'id': 8910186300437800084, 'name': 'inform', 'confidence': 0.9935738444328308}
config_4.yml,{'id': 8910186300437800084, 'name': 'inform', 'confidence': 0.9752518534660339}
config_5.yml,{'id': 8910186300437800084, 'name': 'inform', 'confidence': 0.9896743893623352}
config_8.yml,{'id': 8910186300437800084, 'name': 'inform', 'confidence': 0.9973692297935486}
config_9.yml,{'id': 8910186300437800084, 'name': 'inform', 'confidence': 0.9982098340988159}
final intent,{'id': 8910186300437800084, 'name': 'inform', 'confidence': 0.9230371618515458, 'count': 3.342190521171413}

text,I want to watch a comedy movie in nyc
config_1.yml,{'id': 8910186300437800084, 'name': 'inform', 'confidence': 0.9998164772987366}
config_4.yml,{'id': 8910186300437800084, 'name': 'inform', 'confidence': 0.9667713046073914}
config_5.yml,{'id': 8910186300437800084, 'name': 'inform', 'confidence': 0.999832034111023}
config_8.yml,{'id': 8910186300437800084, 'name': 'inform', 'confidence': 0.9997261762619019}
config_9.yml,{'id': 8910186300437800084, 'name': 'inform', 'confidence': 0.9998494982719421}
final intent,{'id': 8910186300437800084, 'name': 'inform', 'confidence': 0.9249201935245549, 'count': 3.342190521171413}

text,Which theater playing Deadpool in  hamilton?
config_1.yml,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.8768612742424011}
config_4.yml,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.8650763034820557}
config_5.yml,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.8471337556838989}
config_8.yml,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.9833102226257324}
config_9.yml,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.8747617602348328}
final intent,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.8295565312290006, 'count': 3.342190521171413}

text,Where I can purchase  3 tickets for batman in los angeles?
config_1.yml,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.728615403175354}
config_4.yml,{'id': 1132536337736944951, 'name': 'theater+starttime', 'confidence': 0.8498390316963196}
config_5.yml,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.5933581590652466}
config_8.yml,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.5366125106811523}
config_9.yml,{'id': 1132536337736944951, 'name': 'theater+starttime', 'confidence': 0.4784858822822571}
final intent,{'id': 1132536337736944951, 'name': 'theater+starttime', 'confidence': 0.39073630339530746, 'count': 3.6925089925089924}

text,What is the name of the theater is playing zootopis
config_1.yml,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.9814020991325378}
config_4.yml,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.7650033831596375}
config_5.yml,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.9335213899612427}
config_8.yml,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.9767709374427795}
config_9.yml,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.9305359125137329}
final intent,{'id': 4299384937748258224, 'name': 'theater', 'confidence': 0.8493386579525297, 'count': 3.342190521171413}

text,Can I get 8  tickets for batman vs superman
config_1.yml,{'id': -123642260540754334, 'name': 'ticket', 'confidence': 0.6543228030204773}
config_4.yml,{'id': -123642260540754334, 'name': 'ticket', 'confidence': 0.4763631820678711}
config_5.yml,{'id': 1681894658104567846, 'name': 'date+ticket+starttime', 'confidence': 0.6759853363037109}
config_8.yml,{'id': -123642260540754334, 'name': 'ticket', 'confidence': 0.6193676590919495}
config_9.yml,{'id': 1681894658104567846, 'name': 'date+ticket+starttime', 'confidence': 0.48623448610305786}
final intent,{'id': 1681894658104567846, 'name': 'date+ticket+starttime', 'confidence': 0.38847180171584594, 'count': 3.0258423258423255}

